Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 28.99      0.20     0.20  1447200     0.00     0.00  Projection::grid_id
 11.59      0.28     0.08  1890676     0.00     0.00  Projection::standardize
 11.59      0.36     0.08                             main
 10.14      0.43     0.07 11975856     0.00     0.00  dymaxion::cartesian_from_zlon
  8.70      0.49     0.06  1579952     0.00     0.00  Projection::sphere_position
  7.25      0.54     0.05    99000     0.00     0.00  ValueNoise
  4.35      0.57     0.03   297000     0.00     0.00  Grid::arrow_dual_length
  2.90      0.59     0.02       81     0.25     0.25  CrustSummarization
  1.45      0.60     0.01  6824252     0.00     0.00  int glm::min<int>(int, int)
  1.45      0.61     0.01  5270400     0.00     0.00  float glm::min<float>(float, float)
  1.45      0.62     0.01  1890676     0.00     0.00  Indexing::memory_id
  1.45      0.63     0.01       45     0.22     0.22  StratumStore
  1.45      0.64     0.01        8     1.25    17.30  VectorCalculusByFundamentalTheorem::gradient
  1.45      0.65     0.01        1    10.00    69.51  FormationGeneration
  1.45      0.66     0.01        1    10.00    14.01  VectorCalculusByFundamentalTheorem::gradient
  1.45      0.67     0.01                             _init
  0.72      0.68     0.01  3781352     0.00     0.00  glm::abs(float)
  0.72      0.68     0.01  2376000     0.00     0.00  glm::abs(int)
  0.72      0.69     0.01                             _GLOBAL__sub_I__ZN7adapted4dotsB5cxx11E
  0.72      0.69     0.01                             std::bad_variant_access::what() const
  0.00      0.69     0.00  5270400     0.00     0.00  glm::max(float,float)
  0.00      0.69     0.00  3929852     0.00     0.00  glm::max(int,int)
  0.00      0.69     0.00  2673000     0.00     0.00  std::floor(float)
  0.00      0.69     0.00   216000     0.00     0.00  std::_Bit_const_iterator::operator[](long) const
  0.00      0.69     0.00    72000     0.00     0.00  glm::cross
  0.00      0.69     0.00    27000     0.00     0.00  VertexDownsamplingIds
  0.00      0.69     0.00    18000     0.00     0.00  MineralStore::pack(rock::Mineral const&)
  0.00      0.69     0.00    11250     0.00     0.00  Grid::vertex_dual_area
  0.00      0.69     0.00     9000     0.00     0.00  StratumForAreaAndElevation
  0.00      0.69     0.00     9000     0.00     0.00  Voronoi::sphere_position
  0.00      0.69     0.00     9000     0.00     0.00  Indexing::grid_id
  0.00      0.69     0.00     6629     0.00     0.00  glm::normalize
